iso,App,English,Company,Type
hr,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
hr,Foursquare City Guide,Foursquare City Guide,Foursquare,
hr,Yummly,Yummly,Yummly,
hr,flask,flask,bethere,
hr,Unicorn Donut Maker: Dessert Cooking Mania,Unicorn Donut Maker: Dessert Cooking Mania,Sweet Maker Shop,
hr,"Too Good To Go - fight food waste, save great food","Too Good To Go - fight food waste, save great food",Too Good To Go Aps,
hr,McDonald's,McDonald's,McDonald's Apps,
hr,Pyszne.pl – order food online,Pyszne.pl – order food online,Takeaway.com,
hr,Foodsi - po co marnować?,Foodsi - why waste?,Foodsi Sp. z o. o. Sp. kom.,
hr,Official Thermomix Cookidoo App,Official Thermomix Cookidoo App,Vorwerk International Co. KmG,
hr,Everli by Supermercato24,Everli by Supermercato24,S24 S.p.A.,
hr,GrabMerchant,GrabMerchant,Grab Holdings,
hr,Odejee,Odejee,Odejee Halal Food Delivery,
hr,Quicksent,Quicksent,Quinton,
hr,Monsieur Cuisine,Mr. Kitchen,Hoyer Handel GmbH,
ar,Maczfit,Maczfit,Maczfit Foods Sp. z o.o.,
ar,Pizza Hut PL,Pizza Hut PL,AmRest Sp. z o.o.,Official(Fast food) resturant delivery
ar,Kupony do Maka - Lite,Kupony do Maka - Lite,Lukasz Majda,
ar,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
ar,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ar,Kupony do McDonald's,Kupony do McDonald's,thms labs,
ar,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ar,Zjemy.co - zamów jedzenie przez internet,Zjemy.co - order food by internet,zjemy.co,
ar,Philips Kitchen+ - tasty Airfryer recipes & tips,Philips Kitchen+ - tasty Airfryer recipes & tips,Philips Consumer Lifestyle,
ar,All In One Food Ordering App - 50+ Food Apps,All In One Food Ordering App - 50+ Food Apps,All In One India,
ar,Keto Recipes,Keto Recipes,Rstream Labs,
ar,KanapkaMan,KanapkaMan,IWantToDevelop,
ar,TukTuk Supermarket,TukTuk Supermarket,Tuk-Tuk LLC,
ar,De'Longhi Coffee Link,De'Longhi Coffee Links,De'Longhi Appliances S.r.l,
ar,Tasty,Tasty,BuzzFeed,
ar,Healthy Recipes,Healthy Recipes,Endless,
ar,Duży Ben,big Ben,Duży Ben Sp. z o.o.,
ar,DaGrasso,DaGrasso,Da Grasso - Przyjaciele od Pizzy,
ar,"Przepisy (kotlety, naleśniki, ciasta, desery)","Provisions (cutlets, pancakes, cakes, desserts)",PlanetaLife,
ar,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,
ar,Costa Coffee Club PL,Costa Coffee Club PL,COSTA COFFEE POLSKA S.A.,
ar,SmartLunch,SmartLunch,SmartLunch IT,
ar,Good Lood,Good Stories,Good Lood,
ar,Body Chief,Body Chief,Olicom Interactive,
ar,Easy Healthy Recipes for free app,Easy Healthy Recipes for free app,Endless,
ar,Morefun,Morefun,MOREFUN MOBILE APP SDN BHD,
ar,Lunching,Lunching,Lunching,
ar,Max Express,Max Express,Max Burgers AB,
ar,My Recipe Box : RecetteTek,My Recipe Box : RecetteTek,CmonApp,
ar,Thuisbezorgd.nl - Order food online,Thuisbezorgd.nl - Order food online,Takeaway.com,
ar,McCoupon - kupony i ceny,McCoupon - coupons and prices,Mateusz Kurlit,
ar,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
ar,Egg Timer,egg Timer,SimpleInnovation,
ar,Pizzeria Presto,Presto Pizzeria,UpMenu,
ar,Berlin KebApp,Berlin KebApp,STETTINER,
ar,ShareFood43,ShareFood43,ShareFood43,
ar,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ar,Lapar,Hungry,Lintasan,
ar,McDonald's,McDonald's,McDonald's Apps,
ar,GemSpot,GemSpot,First United Technology Limited,
ar,Getmakan,Getmakan,Getmakan,
ar,Hantarr,Hantarr,Resertech Technology Sdn Bhd,
ar,zomato restaurant partner,zomato restaurant partner,zomato,
ar,KFC UAE (United Arab Emirates),KFC UAE (United Arab Emirates),Americana Food Co,
ar,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
ar,Пятёрочка,Pyaterochka,Пятёрочка,
ar,NowNow by noon: Grocery & more,NowNow by noon: Grocery & more,Noon E commerce,
ar,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ar,Gofood - Order food online in UAE,Gofood - Order food online in UAE,Gofood Solutions,
ar,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
om,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
om,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,
om,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
om,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
om,Zahrat Lebnan,Zahrat Lebnan,LimeTray Tap,
om,Tasty,Tasty,BuzzFeed,
om,Saver food,Saver food,saver food,
om,Grillo,Cricket,LimeTray Tap,
om,Freedom Pizza,Freedom Pizza,BIG DWARF,
om,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
om,Kay Protect,Kay Protect,Nalco,
om,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,
om,elGrocer - Order Supermarket Groceries Online,elGrocer - Order Supermarket Groceries Online,elGrocer New,
om,Aquela Receita,that revenue,Aquela Receita,
om,Burro Blanco,Burro Blanco,LimeTray Tap,
om,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
om,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
om,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
om,McDonald's Japan,McDonald's Japan,日本マクドナルド株式会社,
om,REWE - Angebote & Coupons,REWE - Deals & Coupons,REWE Markt GmbH,
om,머지포인트,Mudgee points,Mergeplus,
om,Burger King® Argentina,Burger King® Argentina,"Burger King, Inc.",
om,Rappi,Love,"Rappi, Inc - Delivery",
om,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
om,Grido,He shouted,Grido App,
om,Mostaza,Mustard,Mostaza y Pan S.A,
om,"KFC APP - Ecuador, Colombia, Chile y Argentina","KFC APP - Ecuador, Colombia, Chile and Argentina",GrupoKFC,
om,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
om,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
om,Starbucks Argentina,Starbucks Argentina,Starbucks Coffee Company,
om,Mi Gusto,My taste,Datalive,
om,Café Martínez,Café Martínez,Spoonity,
om,"Wendy’s (Chi, Arg)","Wendy's (Chi, Arg)",Trade System SA,
om,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
om,Fudo Comensal,Fudo Comensal,Fudo,
om,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
om,"Meal planner - healthy food, diets for weight loss","Meal planner - healthy food, diets for weight loss",Fashion and Moda,
om,Betos Cupón,Betos Coupon,Flipium Studios - Web Systems,
om,Gianduia,Gianduia,Axter Software,
om,Fábrica de Pan,Bread factory,Flipium Studios - Web Systems,
om,Porter,Carry,Waitry,
om,Antartida,Antarctica,Agustin Bishel,
om,detoke,detoke,Detoke,
om,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
om,Recetas de Comida Argentina + Fáciles y Rápidas,Argentina Food Recipes Quick and Easy +,Comidamundial,
om,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
om,TheFork - Restaurants booking and special offers,TheFork - Restaurants booking and special offers,LaFourchette SAS,
om,Vegetarian and vegan recipes,Vegetarian and vegan recipes,WithAngelBro,
om,Tasty,Tasty,BuzzFeed,
om,Come+Plantas,Come + Plants,SHIFTA S.A.S.,
bg,ReserBar,preserve,ReserBar S.R.L.,
bg,Luigi Heladería,Luigi Heladería,Dattadream,
bg,Pinta Libre - Beer Subscription,Free pint - Beer Subscription,Pinta Libre,
bg,Recetas de postres faciles sin horno gratis 2021,Recipes easy dessert without oven 2021 free,AI Studio Creativo,
bg,Central de Sabores,Central de Sabores,Datalive,
bg,Healthy Recipes,Healthy Recipes,Endless,
bg,DescontAR,To discount,Development in communication,
bg,Essen Cocina,Eating Cocina,Essen Aluminio S.A.,
bg,FitMenCook - Healthy Recipes,FitMenCook - Healthy Recipes,Nibble Apps,
bg,Keto Recipes,Keto Recipes,Rstream Labs,
bg,Eurest,Eurest,Compass Group Latam,
bg,Recetas Vegetarianas,Vegetarian recipes,App Lohiya,
bg,Dulces y postres fáciles y rápidos,Sweets and desserts quick and easy,skinner Apps,
bg,Chubut SinTacc,Chubut SinTacc,Forkear,
bg,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
bg,"KFC - Coupons, Special Offers, Discounts","KFC - Coupons, Special Offers, Discounts",Yum! Restaurants International Russia and CIS LLC,
bg,McDonald's,McDonald's,McDonald's Apps,
bg,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
bg,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
bg,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
bg,Bolt Food,Bolt Food,Bolt Technology,
bg,Tim Hortons GCC,Tim Hortons GCC,TIMHORTONS GCC,
bg,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
bg,KFC Egypt,KFC Egypt,Americana Food Co,
bg,All In One Food Ordering App - 50+ Food Apps,All In One Food Ordering App - 50+ Food Apps,All In One India,
bg,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
bg,Burger King Qatar,Burger King Qatar,LimeTray Tap,
bg,fish.qa - Buy fresh fish online qatar,fish.qa - Buy fresh fish online qatar,Lusail Media,
bg,KFC UAE (United Arab Emirates),KFC UAE (United Arab Emirates),Americana Food Co,
bg,Tasty,Tasty,BuzzFeed,
bg,KFC Kuwait,KFC Kuwait,Americana Food Co,
bg,QTR FISH,QTR FISH,mohammed alkuwari,
bg,"""أكل سريع تحضير “بدون إنترنت","""Eat fast preparation"" without the Internet",TechniMan,
bg,Pizza Hut Cyprus,Pizza Hut Cyprus,Pizza Hut Cyprus,Official(Fast food) resturant delivery
bg,KFC Varna,KFC Varna,Lemon.bg,
bg,KFC Egypt,KFC Egypt,Americana Food Co,
bg,Keto Recipes,Keto Recipes,Rstream Labs,
bg,Mali By Bin Mirza,Mali By Bin Mirza,Bin Mirza International,
bg,مطبخ سيدتي,Madam Kitchen,Saudi Research and Publishing Company,
bg,Bolt Food,Bolt Food,Bolt Technology,
bg,Jahez,Jahez,Jahez,
bg,مكتبة وصفات الطبخ العالمية بدون نت,Library Cooking Recipes World Without Net,android azo,
bg,وصفات حلويات سهله وسريعة بدون نت,Sweets recipes quick and easy without Net,mojtahdapps,
bg,Ayshay,Ayshay,Global Edhafah LLC,
bg,الذ طبخة,Tastiest COOKED,Noor.apps,
bg,Rafeeq,Rafeeq,Rafeeq,
bg,وصفات طبخ و أكلات شهية (بدون نت),Recipes and cooking cuisine delicacies (without net),ALAA Apps,
bg,Salsabeel Smart Water,Salsabeel Smart Water,NATIONAL MINERAL WATER CO SAOG,
bg,Jood - Hourly Food Offers in Oman,Jood - Hourly Food Offers in Oman,Tarek Yassine,
bg,معجنات و طبخ (بدون نت),Pastries and cooking (without Net),PureSoft,
ro,وصفات أم وليد 2021 بدون أنترنيت,Recipes or Walid 2021 without Internets,TEAM DZ DEV,
ro,أكل صحي دايت,Eat Healthy Diet,TechniMan,
ro,Dalili,indications,United Nations,
ro,وصفات معجنات وفطائر بيتية اكثر من 500 وصفة معجنات,Recipes pastries and pies home more than 500 recipe pastries,goldencode,
ro,AlTazaj-KSA Ordering,Altsj-KSA Ordering,Al Tazaj Saudi,
ro,Dailymealz,Dailymealz,Technical Kitchen,
ro,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ro,تمت | TmmT,Has | TmmT,TmmmT Tech.,
ro,McDonald's,McDonald's,McDonald's Apps,
ro,Rappi,Love,"Rappi, Inc - Delivery",
ro,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
ro,"KFC - Coupons, Special Offers, Discounts","KFC - Coupons, Special Offers, Discounts",Yum! Restaurants International Russia and CIS LLC,
ro,Bolt Food,Bolt Food,Bolt Technology,
ro,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
ro,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
ro,Пятёрочка,Pyaterochka,Пятёрочка,
ro,KFC Egypt,KFC Egypt,Americana Food Co,
ro,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ro,l'artigiano,the artisan,L'artigiano,
ro,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
ro,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
ro,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,
ro,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
ro,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
ro,Gregory’s eorder,Gregory’s eorder,Gregorys SA,
ro,Tasty,Tasty,BuzzFeed,
ro,Salamina Food,Salamina Food,Giorgos Delav,
ro,Bolt Food,Bolt Food,Bolt Technology,
ro,Bolt Food,Bolt Food,Bolt Technology,
ro,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
ro,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,
ro,BURGER KING® Polska,BURGER King® Poland,AmRest Sp. z o.o.,
ro,Aquela Receita,that revenue,Aquela Receita,
ro,Glodny.pl,Glodny.pl,RestaurangOnline AB,
ro,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
ro,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
ro,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
ro,McDonald's Japan,McDonald's Japan,日本マクドナルド株式会社,
ro,REWE - Angebote & Coupons,REWE - Deals & Coupons,REWE Markt GmbH,
ro,머지포인트,Mudgee points,Mergeplus,
ro,Pyszne.pl – order food online,Pyszne.pl – order food online,Takeaway.com,
ro,MySodexo Romania: Aplicatia beneficiilor tale,MySodexo Romania: your benefits application,Sodexo Pass International,
ro,McDonald's,McDonald's,McDonald's Apps,
ro,Rappi,Love,"Rappi, Inc - Delivery",
ro,Mega Image,Mega Image,Delhaize,
ro,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
ro,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ro,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
ro,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ro,The Burgr Factory,The Burgr Factory,Appy.ro,
by,Carte de Bucate,Cookery book,Ceuca Ciprian,
by,City Grill,City Grill,Expremio Technology,
by,Tasty,Tasty,BuzzFeed,
by,Bolt Food,Bolt Food,Bolt Technology,
by,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
by,LaLena - retete culinare cu care mergi la sigur,Lalena - recipes that go to certain,Igor Butuc,
by,Ospătarul,waiter,Creasmart,
by,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
by,FastOrder – Food App,FastOrder – Food App,Fast Order SL,
by,ce Gatim,the cook,Roto Software,
by,Meal Reminder - Weight Loss,Meal Reminder - Weight Loss,Przemysław Słota,
by,Keto Recipes,Keto Recipes,Rstream Labs,
by,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
by,Healthy Recipes,Healthy Recipes,Endless,
by,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,
by,Alpin by BGourmet,Alpin by BGourmet,Bittwatt Pte Ltd,
by,Bike Mod,Bike Mod,motooo 3D,
by,KFC Egypt,KFC Egypt,Americana Food Co,
by,MyBabyFood,MyBabyFood,My Baby Food,
by,Mamma Mia Restaurant&Catering,Mamma Mia Restaurant & Catering,MAF FORCE,
by,Kitchen Stories - Recipes & Cooking,Kitchen Stories - Recipes & Cooking,Kitchen Stories,
by,Cookbook Recipes,Cookbook Recipes,Riafy Technologies,
by,Appetito Romania,Appetite Romania,Appetito Ro,
by,BGourmet,BGourmet,Bittwatt Pte Ltd,
by,"Mealime - Meal Planner, Recipes & Grocery List","Mealime - Meal Planner, Recipes & Grocery List",Mealime Meal Plans Inc,
by,PapaGo,parrot,Phonelite,
by,kfc Coupons,kfc Coupons,AppZdcode,
by,Yummly,Yummly,Yummly,
by,Buzzey,Buzzey,Purple INK SRL,
by,Calorie Counter,Calorie Counter,Lovely Android,
by,Fit Food Way,Fit Food Way,Web Dedicated SRL,
by,boogiT,boogiT,boogiT technology,
by,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
by,Burger King Беларусь,Burger King Belarus,"Tapston Development, LLC",
by,McDonald's,McDonald's,McDonald's Apps,
by,GARAGE,GARAGE,"GARAGE, food&coffee",
by,Rappi,Love,"Rappi, Inc - Delivery",
by,Рецепты на каждый день. Пошаговые фото рецепты,Recipes for every day. Step by step recipe photos,Mykola Shostakov,
by,Diet Recipes,Diet Recipes,DIL,
by,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
by,SUSHI HOUSE | Беларусь,SUSHI HOUSE | Belarus,Foоd Soul,
by,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
by,Weight Loss Recipes,Weight Loss Recipes,DIL,
by,KFC Oman,KFC Oman,Americana Food Co,
by,Книга рецептов : Рецепты на каждый день,Cookbook: Recipes for every day,BrainSoftDuo,
by,Pizza Smile,Pizza Smile,Лаборатория Икс,
by,Суши Дом | Витебск,Sushi House | Vitebsk,FoodSoul,
by,Döner King | Минск,Döner King | Minsk,Лаборатория Икс,
by,Papa Johns Belarus,Papa Johns Belarus,"Konditerskaya 4, Ltd",
by,Chef Arts | Минск,Chef Arts | Minsk,Лаборатория Икс,
pt,Papa Döner | Минск,Papa Döner | Minsk,Лаборатория Икс,
pt,Intermittent Fasting,Intermittent Fasting,5W Verlag GmbH,
pt,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
pt,Pizza&Coffee | Сеть пиццерий,Pizza & Coffee | pizza chain,Лаборатория Икс,
pt,Daleel 1010,Daleel 1010,Daleel 1010,
pt,Cofix Club Беларусь,Cofix Club Belarus,CofixGlobal,
pt,Раз Два Пицца | Гомель,Two times Pizza | Gomel,FoodSoul,
pt,Easy Recipes,Easy Recipes,DIL,
pt,Recipes with photo from Smachno,Recipes with photo from Smachno,VRG soft,
pt,John Döner | Минск,John Döner | Minsk,Лаборатория Икс,
pt,Суши Wok,Sushi wok,DevCluster,
pt,"PROПорции,  меню на месяц для похудения",PROPortsii menu for a month to lose weight,Anna Verkhoturova,
pt,Пятёрочка,Pyaterochka,Пятёрочка,
pt,KFC UAE (United Arab Emirates),KFC UAE (United Arab Emirates),Americana Food Co,
pt,Carte.by,Carte.by,Лаборатория Икс,
pt,KFC Kuwait,KFC Kuwait,Americana Food Co,
pt,Arena Pizza,Arena Pizza,Q9,
pt,Раз Два Суши,Two times Sushi,FoodSoul,
pt,Подбери рецепт,pick a recipe,Y&M,
pt,Biochemica - диета для похудения. Рецепты пп.,Biochemica - diet for weight loss. Recipes claims.,Sintez Corp.,
pt,BONSAI,BONSAI,FoodSoul,
pt,Простые рецепты,simple recipes,ImpulseRecipes,
pt,Recipes for children: food for babies (feed photo),Recipes for children: food for babies (feed photo),Valentin Buyanov,
pt,Alcohol Drink Calendar,Alcohol Drink Calendar,Alco Apps,
pt,CrockPot and Oven Recipes,CrockPot and Oven Recipes,DIL,
pt,"Too Good To Go - fight food waste, save great food","Too Good To Go - fight food waste, save great food",Too Good To Go Aps,
pt,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
pt,Domino’s Portugal,Domino’s Portugal,DAUFOOD,
pt,"Phenix, shop against food waste and save money","Phenix, shop against food waste and save money",Phenix SAS,
pt,McDonald's,McDonald's,McDonald's Apps,
pt,Burger King - Portugal,Burger King - Portugal,Burger King España,
pt,Auchan,Auchan,Auchan Retail Portugal,
pt,All In One Food Ordering App - 50+ Food Apps,All In One Food Ordering App - 50+ Food Apps,All In One India,
